"","Resultat","Kontor","Kon","Alder","Utbildare"
"1","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"2","Underkänd","Sollentuna","Man",18,"Privatist"
"3","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"4","Godkänd","Sollentuna","Man",18,"Trafikskola"
"5","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"6","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"7","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"8","Underkänd","Sollentuna","Man",18,"Trafikskola"
"9","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"10","Godkänd","Sollentuna","Man",18,"Privatist"
"11","Godkänd","Sollentuna","Man",18,"Trafikskola"
"12","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"13","Godkänd","Sollentuna","Man",18,"Privatist"
"14","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"15","Godkänd","Sollentuna","Man",18,"Privatist"
"16","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"17","Godkänd","Sollentuna","Man",18,"Privatist"
"18","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"19","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"20","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"21","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"22","Godkänd","Sollentuna","Man",18,"Trafikskola"
"23","Underkänd","Sollentuna","Man",18,"Privatist"
"24","Underkänd","Sollentuna","Man",18,"Privatist"
"25","Underkänd","Sollentuna","Man",18,"Trafikskola"
"26","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"27","Godkänd","Sollentuna","Man",18,"Privatist"
"28","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"29","Underkänd","Sollentuna","Man",18,"Privatist"
"30","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"31","Godkänd","Sollentuna","Man",18,"Trafikskola"
"32","Godkänd","Sollentuna","Man",18,"Trafikskola"
"33","Godkänd","Sollentuna","Man",18,"Privatist"
"34","Underkänd","Sollentuna","Man",18,"Privatist"
"35","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"36","Godkänd","Sollentuna","Man",18,"Privatist"
"37","Godkänd","Sollentuna","Man",18,"Privatist"
"38","Godkänd","Sollentuna","Man",18,"Trafikskola"
"39","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"40","Underkänd","Sollentuna","Man",18,"Privatist"
"41","Underkänd","Sollentuna","Man",18,"Privatist"
"42","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"43","Underkänd","Sollentuna","Man",18,"Privatist"
"44","Underkänd","Sollentuna","Man",18,"Trafikskola"
"45","Godkänd","Sollentuna","Man",18,"Privatist"
"46","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"47","Godkänd","Sollentuna","Man",18,"Trafikskola"
"48","Godkänd","Sollentuna","Man",18,"Trafikskola"
"49","Godkänd","Sollentuna","Man",18,"Privatist"
"50","Underkänd","Sollentuna","Man",18,"Privatist"
"51","Godkänd","Sollentuna","Man",18,"Privatist"
"52","Godkänd","Sollentuna","Man",18,"Privatist"
"53","Godkänd","Sollentuna","Man",18,"Privatist"
"54","Underkänd","Sollentuna","Man",18,"Privatist"
"55","Godkänd","Sollentuna","Man",18,"Privatist"
"56","Underkänd","Sollentuna","Man",18,"Trafikskola"
"57","Godkänd","Sollentuna","Man",18,"Privatist"
"58","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"59","Underkänd","Sollentuna","Man",18,"Trafikskola"
"60","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"61","Godkänd","Sollentuna","Man",18,"Privatist"
"62","Underkänd","Sollentuna","Man",18,"Privatist"
"63","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"64","Godkänd","Sollentuna","Man",18,"Privatist"
"65","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"66","Godkänd","Sollentuna","Man",18,"Privatist"
"67","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"68","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"69","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"70","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"71","Godkänd","Sollentuna","Man",18,"Privatist"
"72","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"73","Underkänd","Sollentuna","Man",18,"Privatist"
"74","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"75","Godkänd","Sollentuna","Man",18,"Trafikskola"
"76","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"77","Godkänd","Sollentuna","Man",18,"Trafikskola"
"78","Godkänd","Sollentuna","Man",18,"Privatist"
"79","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"80","Underkänd","Sollentuna","Man",18,"Privatist"
"81","Godkänd","Sollentuna","Man",18,"Trafikskola"
"82","Godkänd","Sollentuna","Man",18,"Privatist"
"83","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"84","Godkänd","Sollentuna","Man",18,"Privatist"
"85","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"86","Godkänd","Sollentuna","Man",18,"Privatist"
"87","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"88","Godkänd","Sollentuna","Man",18,"Trafikskola"
"89","Godkänd","Sollentuna","Man",18,"Trafikskola"
"90","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"91","Underkänd","Sollentuna","Man",18,"Privatist"
"92","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"93","Godkänd","Sollentuna","Man",18,"Privatist"
"94","Godkänd","Sollentuna","Man",18,"Privatist"
"95","Underkänd","Sollentuna","Man",18,"Privatist"
"96","Godkänd","Sollentuna","Man",18,"Privatist"
"97","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"98","Underkänd","Sollentuna","Man",18,"Trafikskola"
"99","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"100","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"101","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"102","Godkänd","Sollentuna","Man",18,"Trafikskola"
"103","Godkänd","Sollentuna","Man",18,"Trafikskola"
"104","Underkänd","Sollentuna","Man",18,"Privatist"
"105","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"106","Underkänd","Sollentuna","Man",18,"Privatist"
"107","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"108","Godkänd","Sollentuna","Man",18,"Trafikskola"
"109","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"110","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"111","Underkänd","Sollentuna","Man",18,"Trafikskola"
"112","Godkänd","Sollentuna","Man",18,"Privatist"
"113","Underkänd","Sollentuna","Man",18,"Privatist"
"114","Godkänd","Sollentuna","Man",18,"Trafikskola"
"115","Godkänd","Sollentuna","Man",18,"Privatist"
"116","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"117","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"118","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"119","Godkänd","Sollentuna","Man",18,"Privatist"
"120","Underkänd","Sollentuna","Man",18,"Privatist"
"121","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"122","Godkänd","Sollentuna","Man",18,"Privatist"
"123","Godkänd","Sollentuna","Man",18,"Privatist"
"124","Underkänd","Sollentuna","Man",18,"Privatist"
"125","Godkänd","Sollentuna","Man",18,"Privatist"
"126","Underkänd","Sollentuna","Man",18,"Trafikskola"
"127","Godkänd","Sollentuna","Man",18,"Trafikskola"
"128","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"129","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"130","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"131","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"132","Godkänd","Sollentuna","Man",18,"Privatist"
"133","Godkänd","Sollentuna","Man",18,"Trafikskola"
"134","Underkänd","Sollentuna","Man",18,"Trafikskola"
"135","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"136","Underkänd","Sollentuna","Man",18,"Trafikskola"
"137","Godkänd","Sollentuna","Man",18,"Privatist"
"138","Godkänd","Sollentuna","Man",18,"Privatist"
"139","Godkänd","Sollentuna","Man",18,"Privatist"
"140","Godkänd","Sollentuna","Man",18,"Privatist"
"141","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"142","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"143","Godkänd","Sollentuna","Man",18,"Trafikskola"
"144","Godkänd","Sollentuna","Man",18,"Privatist"
"145","Underkänd","Sollentuna","Man",18,"Trafikskola"
"146","Underkänd","Sollentuna","Man",18,"Trafikskola"
"147","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"148","Godkänd","Sollentuna","Man",18,"Privatist"
"149","Godkänd","Sollentuna","Man",18,"Privatist"
"150","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"151","Godkänd","Sollentuna","Man",18,"Trafikskola"
"152","Godkänd","Sollentuna","Man",18,"Trafikskola"
"153","Godkänd","Sollentuna","Man",18,"Privatist"
"154","Godkänd","Sollentuna","Man",18,"Privatist"
"155","Godkänd","Sollentuna","Man",18,"Privatist"
"156","Godkänd","Sollentuna","Man",18,"Privatist"
"157","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"158","Underkänd","Sollentuna","Man",18,"Privatist"
"159","Godkänd","Sollentuna","Man",18,"Privatist"
"160","Godkänd","Sollentuna","Man",18,"Trafikskola"
"161","Godkänd","Sollentuna","Man",18,"Privatist"
"162","Godkänd","Sollentuna","Man",18,"Privatist"
"163","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"164","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"165","Godkänd","Sollentuna","Man",18,"Privatist"
"166","Godkänd","Sollentuna","Man",18,"Trafikskola"
"167","Underkänd","Sollentuna","Man",18,"Trafikskola"
"168","Godkänd","Sollentuna","Man",18,"Trafikskola"
"169","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"170","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"171","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"172","Godkänd","Sollentuna","Man",18,"Privatist"
"173","Godkänd","Sollentuna","Man",18,"Privatist"
"174","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"175","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"176","Godkänd","Sollentuna","Man",18,"Trafikskola"
"177","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"178","Godkänd","Sollentuna","Man",18,"Trafikskola"
"179","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"180","Godkänd","Sollentuna","Man",18,"Privatist"
"181","Underkänd","Sollentuna","Man",18,"Privatist"
"182","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"183","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"184","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"185","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"186","Underkänd","Sollentuna","Man",18,"Privatist"
"187","Godkänd","Sollentuna","Man",18,"Privatist"
"188","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"189","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"190","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"191","Underkänd","Sollentuna","Man",18,"Trafikskola"
"192","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"193","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"194","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"195","Underkänd","Sollentuna","Man",18,"Privatist"
"196","Godkänd","Sollentuna","Man",18,"Privatist"
"197","Godkänd","Sollentuna","Man",18,"Trafikskola"
"198","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"199","Underkänd","Sollentuna","Man",18,"Privatist"
"200","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"201","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"202","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"203","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"204","Godkänd","Sollentuna","Man",18,"Privatist"
"205","Godkänd","Sollentuna","Man",18,"Privatist"
"206","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"207","Underkänd","Sollentuna","Man",18,"Trafikskola"
"208","Underkänd","Sollentuna","Man",18,"Privatist"
"209","Underkänd","Sollentuna","Man",18,"Privatist"
"210","Underkänd","Sollentuna","Man",18,"Privatist"
"211","Underkänd","Sollentuna","Man",18,"Trafikskola"
"212","Godkänd","Sollentuna","Man",18,"Trafikskola"
"213","Underkänd","Sollentuna","Man",18,"Privatist"
"214","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"215","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"216","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"217","Godkänd","Sollentuna","Man",18,"Privatist"
"218","Underkänd","Sollentuna","Man",18,"Trafikskola"
"219","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"220","Godkänd","Sollentuna","Man",18,"Trafikskola"
"221","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"222","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"223","Underkänd","Sollentuna","Man",18,"Privatist"
"224","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"225","Underkänd","Sollentuna","Man",18,"Privatist"
"226","Godkänd","Sollentuna","Man",18,"Privatist"
"227","Underkänd","Sollentuna","Man",18,"Trafikskola"
"228","Underkänd","Sollentuna","Man",18,"Privatist"
"229","Underkänd","Sollentuna","Man",18,"Privatist"
"230","Godkänd","Sollentuna","Man",18,"Trafikskola"
"231","Godkänd","Sollentuna","Man",18,"Trafikskola"
"232","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"233","Godkänd","Sollentuna","Man",18,"Privatist"
"234","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"235","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"236","Godkänd","Sollentuna","Man",18,"Privatist"
"237","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"238","Godkänd","Sollentuna","Man",18,"Trafikskola"
"239","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"240","Godkänd","Sollentuna","Man",18,"Trafikskola"
"241","Godkänd","Sollentuna","Man",18,"Trafikskola"
"242","Godkänd","Sollentuna","Man",18,"Privatist"
"243","Godkänd","Sollentuna","Man",18,"Privatist"
"244","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"245","Godkänd","Sollentuna","Man",18,"Trafikskola"
"246","Underkänd","Sollentuna","Man",18,"Privatist"
"247","Underkänd","Sollentuna","Man",18,"Trafikskola"
"248","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"249","Underkänd","Sollentuna","Man",18,"Trafikskola"
"250","Godkänd","Sollentuna","Man",18,"Trafikskola"
"251","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"252","Underkänd","Sollentuna","Man",18,"Privatist"
"253","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"254","Godkänd","Sollentuna","Man",18,"Trafikskola"
"255","Godkänd","Sollentuna","Man",18,"Trafikskola"
"256","Godkänd","Sollentuna","Man",18,"Trafikskola"
"257","Godkänd","Sollentuna","Man",18,"Privatist"
"258","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"259","Godkänd","Sollentuna","Man",18,"Trafikskola"
"260","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"261","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"262","Godkänd","Sollentuna","Man",18,"Privatist"
"263","Underkänd","Sollentuna","Man",18,"Trafikskola"
"264","Underkänd","Sollentuna","Man",18,"Privatist"
"265","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"266","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"267","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"268","Godkänd","Sollentuna","Man",18,"Trafikskola"
"269","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"270","Underkänd","Sollentuna","Man",18,"Privatist"
"271","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"272","Underkänd","Sollentuna","Man",18,"Privatist"
"273","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"274","Underkänd","Sollentuna","Man",18,"Trafikskola"
"275","Underkänd","Sollentuna","Man",18,"Privatist"
"276","Godkänd","Sollentuna","Man",18,"Privatist"
"277","Godkänd","Sollentuna","Man",18,"Privatist"
"278","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"279","Godkänd","Sollentuna","Man",18,"Privatist"
"280","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"281","Godkänd","Sollentuna","Man",18,"Trafikskola"
"282","Godkänd","Sollentuna","Man",18,"Trafikskola"
"283","Godkänd","Sollentuna","Man",18,"Trafikskola"
"284","Godkänd","Sollentuna","Man",18,"Privatist"
"285","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"286","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"287","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"288","Underkänd","Sollentuna","Man",18,"Privatist"
"289","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"290","Underkänd","Sollentuna","Man",18,"Privatist"
"291","Godkänd","Sollentuna","Man",18,"Trafikskola"
"292","Underkänd","Sollentuna","Man",18,"Privatist"
"293","Underkänd","Sollentuna","Man",18,"Privatist"
"294","Godkänd","Sollentuna","Man",18,"Trafikskola"
"295","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"296","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"297","Godkänd","Sollentuna","Man",18,"Trafikskola"
"298","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"299","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"300","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"301","Godkänd","Sollentuna","Man",18,"Privatist"
"302","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"303","Godkänd","Sollentuna","Man",18,"Privatist"
"304","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"305","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"306","Underkänd","Sollentuna","Man",18,"Privatist"
"307","Godkänd","Sollentuna","Man",18,"Trafikskola"
"308","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"309","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"310","Underkänd","Sollentuna","Man",18,"Trafikskola"
"311","Godkänd","Sollentuna","Man",18,"Privatist"
"312","Godkänd","Sollentuna","Man",18,"Privatist"
"313","Underkänd","Sollentuna","Man",18,"Privatist"
"314","Underkänd","Sollentuna","Man",18,"Trafikskola"
"315","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"316","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"317","Godkänd","Sollentuna","Man",18,"Privatist"
"318","Underkänd","Sollentuna","Man",18,"Trafikskola"
"319","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"320","Godkänd","Sollentuna","Man",18,"Privatist"
"321","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"322","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"323","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"324","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"325","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"326","Godkänd","Sollentuna","Man",18,"Trafikskola"
"327","Underkänd","Sollentuna","Man",18,"Privatist"
"328","Underkänd","Sollentuna","Man",18,"Privatist"
"329","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"330","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"331","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"332","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"333","Underkänd","Sollentuna","Man",18,"Privatist"
"334","Underkänd","Sollentuna","Man",18,"Privatist"
"335","Underkänd","Sollentuna","Man",18,"Trafikskola"
"336","Godkänd","Sollentuna","Man",18,"Trafikskola"
"337","Underkänd","Sollentuna","Man",18,"Privatist"
"338","Godkänd","Sollentuna","Man",18,"Trafikskola"
"339","Underkänd","Sollentuna","Man",18,"Trafikskola"
"340","Underkänd","Sollentuna","Man",18,"Privatist"
"341","Underkänd","Sollentuna","Man",18,"Trafikskola"
"342","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"343","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"344","Godkänd","Sollentuna","Man",18,"Privatist"
"345","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"346","Godkänd","Sollentuna","Man",18,"Privatist"
"347","Godkänd","Sollentuna","Man",18,"Privatist"
"348","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"349","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"350","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"351","Underkänd","Sollentuna","Man",18,"Trafikskola"
"352","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"353","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"354","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"355","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"356","Godkänd","Sollentuna","Man",18,"Privatist"
"357","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"358","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"359","Underkänd","Sollentuna","Man",18,"Privatist"
"360","Godkänd","Sollentuna","Man",18,"Trafikskola"
"361","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"362","Underkänd","Sollentuna","Man",18,"Privatist"
"363","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"364","Underkänd","Sollentuna","Man",18,"Privatist"
"365","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"366","Godkänd","Sollentuna","Man",18,"Privatist"
"367","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"368","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"369","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"370","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"371","Godkänd","Sollentuna","Man",18,"Privatist"
"372","Godkänd","Sollentuna","Man",18,"Privatist"
"373","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"374","Godkänd","Sollentuna","Man",18,"Privatist"
"375","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"376","Godkänd","Sollentuna","Man",18,"Privatist"
"377","Godkänd","Sollentuna","Man",18,"Trafikskola"
"378","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"379","Underkänd","Sollentuna","Man",18,"Trafikskola"
"380","Godkänd","Sollentuna","Man",18,"Privatist"
"381","Godkänd","Sollentuna","Man",18,"Privatist"
"382","Godkänd","Sollentuna","Man",18,"Trafikskola"
"383","Underkänd","Sollentuna","Man",18,"Trafikskola"
"384","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"385","Godkänd","Sollentuna","Man",18,"Trafikskola"
"386","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"387","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"388","Godkänd","Sollentuna","Man",18,"Trafikskola"
"389","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"390","Underkänd","Sollentuna","Man",18,"Privatist"
"391","Godkänd","Sollentuna","Man",18,"Trafikskola"
"392","Underkänd","Sollentuna","Man",18,"Privatist"
"393","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"394","Godkänd","Sollentuna","Man",18,"Privatist"
"395","Underkänd","Sollentuna","Man",18,"Trafikskola"
"396","Godkänd","Sollentuna","Man",18,"Privatist"
"397","Underkänd","Sollentuna","Man",18,"Privatist"
"398","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"399","Underkänd","Sollentuna","Man",18,"Privatist"
"400","Godkänd","Sollentuna","Man",18,"Privatist"
"401","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"402","Underkänd","Sollentuna","Man",18,"Privatist"
"403","Godkänd","Sollentuna","Man",18,"Privatist"
"404","Godkänd","Sollentuna","Man",18,"Privatist"
"405","Underkänd","Sollentuna","Man",18,"Privatist"
"406","Underkänd","Sollentuna","Man",18,"Privatist"
"407","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"408","Underkänd","Sollentuna","Man",18,"Privatist"
"409","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"410","Godkänd","Sollentuna","Man",18,"Privatist"
"411","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"412","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"413","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"414","Godkänd","Sollentuna","Man",18,"Privatist"
"415","Underkänd","Sollentuna","Man",18,"Trafikskola"
"416","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"417","Godkänd","Sollentuna","Man",18,"Trafikskola"
"418","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"419","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"420","Underkänd","Sollentuna","Man",18,"Privatist"
"421","Godkänd","Sollentuna","Man",18,"Privatist"
"422","Godkänd","Sollentuna","Man",18,"Trafikskola"
"423","Godkänd","Sollentuna","Man",18,"Privatist"
"424","Godkänd","Sollentuna","Man",18,"Privatist"
"425","Underkänd","Sollentuna","Man",18,"Privatist"
"426","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"427","Godkänd","Sollentuna","Man",18,"Privatist"
"428","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"429","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"430","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"431","Godkänd","Sollentuna","Man",18,"Trafikskola"
"432","Godkänd","Sollentuna","Man",18,"Privatist"
"433","Underkänd","Sollentuna","Man",18,"Privatist"
"434","Underkänd","Sollentuna","Man",18,"Privatist"
"435","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"436","Godkänd","Sollentuna","Man",18,"Privatist"
"437","Godkänd","Sollentuna","Man",18,"Privatist"
"438","Godkänd","Sollentuna","Man",18,"Privatist"
"439","Godkänd","Sollentuna","Man",18,"Privatist"
"440","Underkänd","Sollentuna","Man",18,"Privatist"
"441","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"442","Godkänd","Sollentuna","Man",18,"Trafikskola"
"443","Godkänd","Sollentuna","Man",18,"Privatist"
"444","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"445","Underkänd","Sollentuna","Man",18,"Privatist"
"446","Godkänd","Sollentuna","Man",18,"Trafikskola"
"447","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"448","Underkänd","Sollentuna","Man",18,"Privatist"
"449","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"450","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"451","Godkänd","Sollentuna","Man",18,"Trafikskola"
"452","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"453","Underkänd","Sollentuna","Man",18,"Privatist"
"454","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"455","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"456","Underkänd","Sollentuna","Man",18,"Privatist"
"457","Godkänd","Sollentuna","Man",18,"Trafikskola"
"458","Underkänd","Sollentuna","Man",18,"Trafikskola"
"459","Underkänd","Sollentuna","Man",18,"Privatist"
"460","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"461","Godkänd","Sollentuna","Man",18,"Trafikskola"
"462","Underkänd","Sollentuna","Man",18,"Privatist"
"463","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"464","Underkänd","Sollentuna","Man",18,"Trafikskola"
"465","Underkänd","Sollentuna","Man",18,"Privatist"
"466","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
