"","Resultat","Kontor","Kon","Alder","Utbildare"
"12058","Underkänd","Sollentuna","Man",37,"Privatist"
"12059","Underkänd","Sollentuna","Kvinna",37,"Privatist"
"12060","Godkänd","Sollentuna","Man",37,"Privatist"
"12061","Underkänd","Sollentuna","Man",37,"Privatist"
"12062","Godkänd","Sollentuna","Man",37,"Privatist"
"12063","Godkänd","Sollentuna","Man",37,"Privatist"
"12064","Underkänd","Sollentuna","Kvinna",37,"Trafikskola"
"12065","Underkänd","Sollentuna","Man",37,"Privatist"
"12066","Underkänd","Sollentuna","Kvinna",37,"Privatist"
"12067","Underkänd","Sollentuna","Man",37,"Privatist"
"12068","Underkänd","Sollentuna","Man",37,"Privatist"
"12069","Underkänd","Sollentuna","Man",37,"Privatist"
"12070","Underkänd","Sollentuna","Kvinna",37,"Privatist"
"12071","Godkänd","Sollentuna","Kvinna",37,"Privatist"
"12072","Godkänd","Sollentuna","Kvinna",37,"Privatist"
"12073","Underkänd","Sollentuna","Man",37,"Privatist"
"12074","Underkänd","Sollentuna","Man",37,"Privatist"
"12075","Underkänd","Sollentuna","Man",37,"Privatist"
"12076","Underkänd","Sollentuna","Man",37,"Privatist"
"12077","Underkänd","Sollentuna","Man",37,"Privatist"
"12078","Godkänd","Sollentuna","Man",37,"Privatist"
"12079","Godkänd","Sollentuna","Man",37,"Trafikskola"
"12080","Underkänd","Sollentuna","Man",37,"Privatist"
"12081","Underkänd","Sollentuna","Kvinna",37,"Privatist"
"12082","Godkänd","Sollentuna","Man",37,"Privatist"
"12083","Underkänd","Sollentuna","Kvinna",37,"Privatist"
"12084","Underkänd","Sollentuna","Kvinna",37,"Trafikskola"
"12085","Underkänd","Sollentuna","Man",37,"Privatist"
"12086","Underkänd","Sollentuna","Man",37,"Privatist"
"12087","Underkänd","Sollentuna","Man",37,"Privatist"
"12088","Godkänd","Sollentuna","Man",37,"Privatist"
"12089","Godkänd","Sollentuna","Man",37,"Privatist"
"12090","Underkänd","Sollentuna","Kvinna",37,"Privatist"
"12091","Godkänd","Sollentuna","Man",37,"Trafikskola"
"12092","Underkänd","Sollentuna","Man",37,"Privatist"
"12093","Underkänd","Sollentuna","Man",38,"Trafikskola"
"12094","Underkänd","Sollentuna","Man",38,"Privatist"
"12095","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12096","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12097","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12098","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12099","Underkänd","Sollentuna","Man",38,"Privatist"
"12100","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12101","Underkänd","Sollentuna","Man",38,"Privatist"
"12102","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12103","Underkänd","Sollentuna","Man",38,"Privatist"
"12104","Godkänd","Sollentuna","Man",38,"Privatist"
"12105","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12106","Godkänd","Sollentuna","Man",38,"Privatist"
"12107","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12108","Underkänd","Sollentuna","Man",38,"Privatist"
"12109","Underkänd","Sollentuna","Man",38,"Privatist"
"12110","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12111","Underkänd","Sollentuna","Man",38,"Privatist"
"12112","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12113","Underkänd","Sollentuna","Man",38,"Privatist"
"12114","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12115","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12116","Underkänd","Sollentuna","Man",38,"Privatist"
"12117","Underkänd","Sollentuna","Man",38,"Privatist"
"12118","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12119","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12120","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12121","Underkänd","Sollentuna","Man",38,"Privatist"
"12122","Underkänd","Sollentuna","Man",38,"Privatist"
"12123","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12124","Godkänd","Sollentuna","Man",38,"Privatist"
"12125","Underkänd","Sollentuna","Man",38,"Privatist"
"12126","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12127","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12128","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12129","Godkänd","Sollentuna","Man",38,"Privatist"
"12130","Underkänd","Sollentuna","Man",38,"Privatist"
"12131","Godkänd","Sollentuna","Man",38,"Privatist"
"12132","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12133","Godkänd","Sollentuna","Man",38,"Privatist"
"12134","Underkänd","Sollentuna","Man",38,"Privatist"
"12135","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12136","Underkänd","Sollentuna","Man",38,"Privatist"
"12137","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12138","Underkänd","Sollentuna","Man",38,"Privatist"
"12139","Underkänd","Sollentuna","Man",38,"Privatist"
"12140","Godkänd","Sollentuna","Man",38,"Privatist"
"12141","Godkänd","Sollentuna","Man",38,"Privatist"
"12142","Underkänd","Sollentuna","Man",38,"Privatist"
"12143","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12144","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12145","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12146","Underkänd","Sollentuna","Man",38,"Privatist"
"12147","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12148","Underkänd","Sollentuna","Man",38,"Privatist"
"12149","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12150","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12151","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12152","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12153","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12154","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12155","Underkänd","Sollentuna","Man",38,"Privatist"
"12156","Godkänd","Sollentuna","Man",38,"Privatist"
"12157","Underkänd","Sollentuna","Man",38,"Privatist"
"12158","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12159","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12160","Godkänd","Sollentuna","Man",38,"Privatist"
"12161","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12162","Godkänd","Sollentuna","Man",38,"Privatist"
"12163","Godkänd","Sollentuna","Man",38,"Privatist"
"12164","Underkänd","Sollentuna","Man",38,"Privatist"
"12165","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12166","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12167","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12168","Underkänd","Sollentuna","Man",38,"Privatist"
"12169","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12170","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12171","Underkänd","Sollentuna","Man",38,"Privatist"
"12172","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12173","Underkänd","Sollentuna","Man",38,"Privatist"
"12174","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12175","Godkänd","Sollentuna","Man",38,"Privatist"
"12176","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12177","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12178","Godkänd","Sollentuna","Man",38,"Privatist"
"12179","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12180","Underkänd","Sollentuna","Man",38,"Trafikskola"
"12181","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12182","Underkänd","Sollentuna","Man",38,"Trafikskola"
"12183","Underkänd","Sollentuna","Man",38,"Privatist"
"12184","Underkänd","Sollentuna","Man",38,"Privatist"
"12185","Underkänd","Sollentuna","Man",38,"Privatist"
"12186","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12187","Underkänd","Sollentuna","Man",38,"Trafikskola"
"12188","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12189","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12190","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12191","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12192","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12193","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12194","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12195","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12196","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12197","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12198","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12199","Underkänd","Sollentuna","Man",38,"Privatist"
"12200","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12201","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12202","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12203","Underkänd","Sollentuna","Man",38,"Privatist"
"12204","Underkänd","Sollentuna","Man",38,"Privatist"
"12205","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12206","Underkänd","Sollentuna","Man",38,"Privatist"
"12207","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12208","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12209","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12210","Underkänd","Sollentuna","Man",38,"Trafikskola"
"12211","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12212","Underkänd","Sollentuna","Man",38,"Privatist"
"12213","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12214","Underkänd","Sollentuna","Man",38,"Privatist"
"12215","Underkänd","Sollentuna","Man",38,"Privatist"
"12216","Underkänd","Sollentuna","Man",38,"Privatist"
"12217","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12218","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12219","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12220","Underkänd","Sollentuna","Man",38,"Privatist"
"12221","Godkänd","Sollentuna","Man",38,"Privatist"
"12222","Godkänd","Sollentuna","Man",38,"Privatist"
"12223","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12224","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12225","Godkänd","Sollentuna","Man",38,"Privatist"
"12226","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12227","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12228","Underkänd","Sollentuna","Man",38,"Privatist"
"12229","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12230","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12231","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12232","Godkänd","Sollentuna","Man",38,"Privatist"
"12233","Underkänd","Sollentuna","Man",38,"Privatist"
"12234","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12235","Underkänd","Sollentuna","Man",38,"Privatist"
"12236","Underkänd","Sollentuna","Man",38,"Privatist"
"12237","Underkänd","Sollentuna","Man",38,"Privatist"
"12238","Underkänd","Sollentuna","Man",38,"Privatist"
"12239","Godkänd","Sollentuna","Man",38,"Privatist"
"12240","Godkänd","Sollentuna","Man",38,"Privatist"
"12241","Godkänd","Sollentuna","Man",38,"Privatist"
"12242","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12243","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12244","Godkänd","Sollentuna","Man",38,"Privatist"
"12245","Godkänd","Sollentuna","Man",38,"Privatist"
"12246","Underkänd","Sollentuna","Man",38,"Privatist"
"12247","Underkänd","Sollentuna","Man",38,"Privatist"
"12248","Underkänd","Sollentuna","Man",38,"Privatist"
"12249","Godkänd","Sollentuna","Man",38,"Privatist"
"12250","Underkänd","Sollentuna","Man",38,"Privatist"
"12251","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12252","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12253","Godkänd","Sollentuna","Man",38,"Privatist"
"12254","Underkänd","Sollentuna","Man",38,"Privatist"
"12255","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12256","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12257","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12258","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12259","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12260","Godkänd","Sollentuna","Man",38,"Privatist"
"12261","Underkänd","Sollentuna","Man",38,"Privatist"
"12262","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12263","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12264","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12265","Underkänd","Sollentuna","Man",38,"Privatist"
"12266","Underkänd","Sollentuna","Man",38,"Privatist"
"12267","Godkänd","Sollentuna","Man",38,"Privatist"
"12268","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12269","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12270","Underkänd","Sollentuna","Man",38,"Privatist"
"12271","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12272","Underkänd","Sollentuna","Man",38,"Privatist"
"12273","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12274","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12275","Underkänd","Sollentuna","Man",38,"Trafikskola"
"12276","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12277","Godkänd","Sollentuna","Man",38,"Privatist"
"12278","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12279","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12280","Godkänd","Sollentuna","Man",38,"Privatist"
"12281","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12282","Underkänd","Sollentuna","Man",38,"Privatist"
"12283","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12284","Underkänd","Sollentuna","Man",38,"Privatist"
"12285","Godkänd","Sollentuna","Man",38,"Privatist"
"12286","Underkänd","Sollentuna","Man",38,"Privatist"
"12287","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12288","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12289","Underkänd","Sollentuna","Man",38,"Privatist"
"12290","Underkänd","Sollentuna","Man",38,"Privatist"
"12291","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12292","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12293","Underkänd","Sollentuna","Man",38,"Privatist"
"12294","Godkänd","Sollentuna","Kvinna",38,"Privatist"
"12295","Underkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12296","Underkänd","Sollentuna","Man",38,"Privatist"
"12297","Godkänd","Sollentuna","Man",38,"Privatist"
"12298","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12299","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12300","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12301","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12302","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12303","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12304","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12305","Godkänd","Sollentuna","Kvinna",38,"Trafikskola"
"12306","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12307","Godkänd","Sollentuna","Man",38,"Trafikskola"
"12308","Underkänd","Sollentuna","Kvinna",38,"Privatist"
"12309","Underkänd","Sollentuna","Man",38,"Privatist"
"12310","Underkänd","Sollentuna","Man",38,"Privatist"
"12311","Underkänd","Sollentuna","Man",38,"Privatist"
"12312","Underkänd","Sollentuna","Man",38,"Privatist"
"12313","Underkänd","Sollentuna","Man",39,"Privatist"
"12314","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12315","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12316","Underkänd","Sollentuna","Man",39,"Privatist"
"12317","Godkänd","Sollentuna","Man",39,"Privatist"
"12318","Underkänd","Sollentuna","Man",39,"Privatist"
"12319","Godkänd","Sollentuna","Man",39,"Privatist"
"12320","Godkänd","Sollentuna","Man",39,"Privatist"
"12321","Godkänd","Sollentuna","Man",39,"Trafikskola"
"12322","Underkänd","Sollentuna","Man",39,"Privatist"
"12323","Underkänd","Sollentuna","Man",39,"Privatist"
"12324","Underkänd","Sollentuna","Man",39,"Privatist"
"12325","Underkänd","Sollentuna","Man",39,"Privatist"
"12326","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12327","Underkänd","Sollentuna","Man",39,"Privatist"
"12328","Godkänd","Sollentuna","Man",39,"Privatist"
"12329","Godkänd","Sollentuna","Man",39,"Privatist"
"12330","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12331","Underkänd","Sollentuna","Man",39,"Privatist"
"12332","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12333","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12334","Underkänd","Sollentuna","Man",39,"Privatist"
"12335","Underkänd","Sollentuna","Man",39,"Privatist"
"12336","Underkänd","Sollentuna","Man",39,"Privatist"
"12337","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12338","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12339","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12340","Underkänd","Sollentuna","Man",39,"Privatist"
"12341","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12342","Underkänd","Sollentuna","Man",39,"Privatist"
"12343","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12344","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12345","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12346","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12347","Underkänd","Sollentuna","Man",39,"Privatist"
"12348","Underkänd","Sollentuna","Man",39,"Privatist"
"12349","Underkänd","Sollentuna","Man",39,"Privatist"
"12350","Underkänd","Sollentuna","Man",39,"Privatist"
"12351","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12352","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12353","Underkänd","Sollentuna","Man",39,"Privatist"
"12354","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12355","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12356","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12357","Underkänd","Sollentuna","Man",39,"Privatist"
"12358","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12359","Underkänd","Sollentuna","Man",39,"Privatist"
"12360","Underkänd","Sollentuna","Man",39,"Privatist"
"12361","Underkänd","Sollentuna","Man",39,"Privatist"
"12362","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12363","Underkänd","Sollentuna","Man",39,"Privatist"
"12364","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12365","Godkänd","Sollentuna","Man",39,"Privatist"
"12366","Godkänd","Sollentuna","Man",39,"Trafikskola"
"12367","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12368","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12369","Underkänd","Sollentuna","Man",39,"Privatist"
"12370","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12371","Underkänd","Sollentuna","Man",39,"Privatist"
"12372","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12373","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12374","Godkänd","Sollentuna","Man",39,"Privatist"
"12375","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12376","Underkänd","Sollentuna","Man",39,"Privatist"
"12377","Underkänd","Sollentuna","Man",39,"Privatist"
"12378","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12379","Underkänd","Sollentuna","Man",39,"Privatist"
"12380","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12381","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12382","Underkänd","Sollentuna","Man",39,"Privatist"
"12383","Underkänd","Sollentuna","Man",39,"Privatist"
"12384","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12385","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12386","Godkänd","Sollentuna","Man",39,"Privatist"
"12387","Godkänd","Sollentuna","Man",39,"Privatist"
"12388","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12389","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12390","Underkänd","Sollentuna","Man",39,"Privatist"
"12391","Underkänd","Sollentuna","Man",39,"Privatist"
"12392","Underkänd","Sollentuna","Man",39,"Privatist"
"12393","Underkänd","Sollentuna","Man",39,"Privatist"
"12394","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12395","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12396","Underkänd","Sollentuna","Man",39,"Privatist"
"12397","Underkänd","Sollentuna","Man",39,"Privatist"
"12398","Underkänd","Sollentuna","Man",39,"Privatist"
"12399","Underkänd","Sollentuna","Man",39,"Privatist"
"12400","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12401","Underkänd","Sollentuna","Man",39,"Privatist"
"12402","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12403","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12404","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12405","Godkänd","Sollentuna","Man",39,"Privatist"
"12406","Godkänd","Sollentuna","Man",39,"Trafikskola"
"12407","Underkänd","Sollentuna","Man",39,"Privatist"
"12408","Godkänd","Sollentuna","Man",39,"Privatist"
"12409","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12410","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12411","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12412","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12413","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12414","Underkänd","Sollentuna","Man",39,"Trafikskola"
"12415","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12416","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12417","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12418","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12419","Godkänd","Sollentuna","Man",39,"Trafikskola"
"12420","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12421","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12422","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12423","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12424","Underkänd","Sollentuna","Man",39,"Privatist"
"12425","Godkänd","Sollentuna","Man",39,"Privatist"
"12426","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12427","Godkänd","Sollentuna","Man",39,"Privatist"
"12428","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12429","Underkänd","Sollentuna","Man",39,"Privatist"
"12430","Underkänd","Sollentuna","Man",39,"Trafikskola"
"12431","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12432","Underkänd","Sollentuna","Man",39,"Privatist"
"12433","Godkänd","Sollentuna","Man",39,"Trafikskola"
"12434","Godkänd","Sollentuna","Man",39,"Privatist"
"12435","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12436","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12437","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12438","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12439","Godkänd","Sollentuna","Man",39,"Privatist"
"12440","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12441","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12442","Godkänd","Sollentuna","Man",39,"Privatist"
"12443","Underkänd","Sollentuna","Man",39,"Privatist"
"12444","Underkänd","Sollentuna","Man",39,"Trafikskola"
"12445","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12446","Underkänd","Sollentuna","Man",39,"Privatist"
"12447","Godkänd","Sollentuna","Man",39,"Trafikskola"
"12448","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12449","Underkänd","Sollentuna","Man",39,"Privatist"
"12450","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12451","Underkänd","Sollentuna","Man",39,"Privatist"
"12452","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12453","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12454","Underkänd","Sollentuna","Man",39,"Privatist"
"12455","Underkänd","Sollentuna","Man",39,"Privatist"
"12456","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12457","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12458","Underkänd","Sollentuna","Man",39,"Privatist"
"12459","Godkänd","Sollentuna","Man",39,"Privatist"
"12460","Godkänd","Sollentuna","Man",39,"Privatist"
"12461","Underkänd","Sollentuna","Man",39,"Privatist"
"12462","Godkänd","Sollentuna","Man",39,"Privatist"
"12463","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12464","Underkänd","Sollentuna","Man",39,"Privatist"
"12465","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12466","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12467","Godkänd","Sollentuna","Man",39,"Privatist"
"12468","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12469","Underkänd","Sollentuna","Man",39,"Privatist"
"12470","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12471","Godkänd","Sollentuna","Man",39,"Privatist"
"12472","Underkänd","Sollentuna","Man",39,"Privatist"
"12473","Underkänd","Sollentuna","Man",39,"Privatist"
"12474","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12475","Godkänd","Sollentuna","Kvinna",39,"Privatist"
"12476","Godkänd","Sollentuna","Man",39,"Privatist"
"12477","Godkänd","Sollentuna","Man",39,"Privatist"
"12478","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12479","Godkänd","Sollentuna","Man",39,"Privatist"
"12480","Underkänd","Sollentuna","Man",39,"Privatist"
"12481","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12482","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12483","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12484","Godkänd","Sollentuna","Man",39,"Privatist"
"12485","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12486","Underkänd","Sollentuna","Man",39,"Privatist"
"12487","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12488","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12489","Godkänd","Sollentuna","Man",39,"Trafikskola"
"12490","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12491","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12492","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12493","Underkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12494","Godkänd","Sollentuna","Kvinna",39,"Trafikskola"
"12495","Underkänd","Sollentuna","Kvinna",39,"Privatist"
"12496","Godkänd","Sollentuna","Man",39,"Trafikskola"
"12497","Underkänd","Sollentuna","Man",39,"Privatist"
"12498","Godkänd","Sollentuna","Man",40,"Privatist"
"12499","Underkänd","Sollentuna","Kvinna",40,"Privatist"
"12500","Underkänd","Sollentuna","Man",40,"Privatist"
"12501","Godkänd","Sollentuna","Kvinna",40,"Privatist"
"12502","Underkänd","Sollentuna","Man",40,"Privatist"
"12503","Godkänd","Sollentuna","Man",40,"Privatist"
"12504","Godkänd","Sollentuna","Kvinna",40,"Trafikskola"
"12505","Underkänd","Sollentuna","Kvinna",40,"Privatist"
"12506","Underkänd","Sollentuna","Kvinna",40,"Privatist"
"12507","Underkänd","Sollentuna","Man",40,"Privatist"
"12508","Godkänd","Sollentuna","Man",40,"Privatist"
"12509","Underkänd","Sollentuna","Kvinna",40,"Privatist"
"12510","Godkänd","Sollentuna","Man",40,"Trafikskola"
